Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
299,104,2,2,35817.8840979533,3.636283333333,170.153739941978
300,104,3,2,25368.6567209664,3.653316666667,256.156340067574
301,105,1,1,336858.7263228,3.655333333333,
302,105,2,2,25997.7175550826,3.672766666667,128.106713375759
303,105,3,2,22622.8838672146,3.689816666667,279.093135121681
304,106,1,1,351566.1947266,3.691816666667,
305,106,2,2,29636.4827435268,3.709266666667,142.122568019323
306,106,3,2,18171.1690189116,3.7263,285.289663130078
307,107,1,1,345752.2765849,3.728316666667,
308,107,2,2,36661.3393232582,3.745766666667,170.153483316685
309,107,3,2,15247.7303520837,3.7628,273.205710964209
310,108,1,1,345507.1863421,3.764816666667,
311,108,2,2,27204.2255955835,3.78225,128.106834046592
312,108,3,2,20866.3313051552,3.799283333333,279.093135122554
313,109,1,1,341419.8388377,3.8013,
314,109,2,2,29814.9975114205,3.818733333333,142.12239648524
315,109,3,2,18369.2938532965,3.835783333333,285.289803721137
316,110,1,1,337114.1293989,3.8378,
317,110,2,2,37141.1087167009,3.85525,170.153641453521
318,110,3,2,14906.5699019707,3.8723,273.205622751014
319,111,1,1,339513.841886,3.8743,
320,111,2,2,26749.0722758526,3.891716666667,128.106632673591
321,111,3,2,19817.4456200636,3.908766666667,279.093425707186
322,112,1,1,364069.2592493,3.910766666667,
323,112,2,2,30482.2331970886,3.928216666667,142.122275219271
324,112,3,2,18244.8736025747,3.945266666667,285.289481944354
325,113,1,1,345346.5622116,3.947266666667,
326,113,2,2,37252.2197329003,3.9647,170.153351824177
327,113,3,2,24739.2130973487,3.981733333333,256.155864144864
328,114,1,1,383819.6957146,3.983766666667,
329,114,2,2,26198.2628754885,4.0012,128.106726127971
330,114,3,2,171626.3146535,4.01825,295.070354301017
331,115,1,1,494128.8591949,4.020266666667,
332,115,2,2,29170.8091027403,4.0377,142.122448083161
333,115,3,2,19427.7451320455,4.05475,279.093298692543
334,116,1,1,444110.969571,4.056766666667,
335,116,2,2,37024.4481927794,4.074216666667,170.153956235015
336,116,3,2,19138.1516766967,4.09125,285.290041592615
